campaign_id,run_id,condition_key,policy_configuration,robot_count,order_rate,replication,seed,stage_first_requested,inventory_status,strict_source,strict_machine_id,copy_count
sensitivity_full_kpi_v2_217d072b72e4,all_off__r10__arr400__rep001__b357bcbaeaba,all_off|robots=10|order_rate=400|rep=1,all_off,10,400,1,42,1,strict_completed,citi_gojira_snapshot_both_20260710_095555.zip,citi_gojira,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r10__arr500__rep001__720d2d685201,all_off|robots=10|order_rate=500|rep=1,all_off,10,500,1,42,1,strict_completed,win_lukman_snapshot_both_20260710_095827.zip,win_lukman,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r10__arr600__rep001__af361dd266e0,all_off|robots=10|order_rate=600|rep=1,all_off,10,600,1,42,1,strict_completed,codex_local_snapshot_both_20260710_084258.zip,codex_local,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r15__arr400__rep001__dfcc2f69a566,all_off|robots=15|order_rate=400|rep=1,all_off,15,400,1,42,1,strict_completed,alisha_pc_snapshot_both_20260710_084537.zip,alisha_pc,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r15__arr500__rep001__6d123b099363,all_off|robots=15|order_rate=500|rep=1,all_off,15,500,1,42,1,strict_completed,dewa_macbook_snapshot_both_20260710_084103.zip,dewa_macbook,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r15__arr600__rep001__e300a75fb33c,all_off|robots=15|order_rate=600|rep=1,all_off,15,600,1,42,1,strict_completed,alisha_pc_snapshot_both_20260710_084537.zip,alisha_pc,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r20__arr400__rep001__0a4ac200a1a4,all_off|robots=20|order_rate=400|rep=1,all_off,20,400,1,42,1,strict_completed,win_admin_snapshot_both_20260710_095723.zip,win_admin,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r20__arr500__rep001__2ffe4161fc8b,all_off|robots=20|order_rate=500|rep=1,all_off,20,500,1,42,1,strict_completed,citi_angiebow_snapshot_both_20260710_094636.zip,citi_angiebow,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r20__arr600__rep001__e2f0a2fe151e,all_off|robots=20|order_rate=600|rep=1,all_off,20,600,1,42,1,strict_completed,dewa_macbook_snapshot_both_20260710_084103.zip,dewa_macbook,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r25__arr400__rep001__feff00c03b32,all_off|robots=25|order_rate=400|rep=1,all_off,25,400,1,42,1,strict_completed,citi_gojira_snapshot_both_20260710_095555.zip,citi_gojira,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r25__arr500__rep001__89d43a368acc,all_off|robots=25|order_rate=500|rep=1,all_off,25,500,1,42,1,strict_completed,win_admin_snapshot_both_20260710_095723.zip,win_admin,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r25__arr600__rep001__a9fa3ba125ba,all_off|robots=25|order_rate=600|rep=1,all_off,25,600,1,42,1,strict_completed,citi_gojira_snapshot_both_20260710_095555.zip,citi_gojira,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r30__arr400__rep001__d17062391812,all_off|robots=30|order_rate=400|rep=1,all_off,30,400,1,42,1,strict_completed,win_lukman_snapshot_both_20260710_095827.zip,win_lukman,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r30__arr500__rep001__e35a895fef6d,all_off|robots=30|order_rate=500|rep=1,all_off,30,500,1,42,1,strict_completed,codex_local_snapshot_both_20260710_084258.zip,codex_local,1
sensitivity_full_kpi_v2_217d072b72e4,all_off__r30__arr600__rep001__784350458423,all_off|robots=30|order_rate=600|rep=1,all_off,30,600,1,42,1,strict_completed,citi_angiebow_snapshot_both_20260710_094636.zip,citi_angiebow,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r10__arr400__rep001__977ff04ded5d,all_on_rl|robots=10|order_rate=400|rep=1,all_on_rl,10,400,1,42,1,strict_completed,alisha_pc_snapshot_both_20260710_084537.zip,alisha_pc,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r10__arr500__rep001__1d186b9187ac,all_on_rl|robots=10|order_rate=500|rep=1,all_on_rl,10,500,1,42,1,strict_completed,win_admin_snapshot_both_20260710_095723.zip,win_admin,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r10__arr600__rep001__20aeb32ca8dc,all_on_rl|robots=10|order_rate=600|rep=1,all_on_rl,10,600,1,42,1,strict_completed,citi_gojira_snapshot_both_20260710_095555.zip,citi_gojira,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r15__arr400__rep001__8de3c30c78ff,all_on_rl|robots=15|order_rate=400|rep=1,all_on_rl,15,400,1,42,1,strict_completed,win_lukman_snapshot_both_20260710_095827.zip,win_lukman,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r15__arr500__rep001__7f9a52204afb,all_on_rl|robots=15|order_rate=500|rep=1,all_on_rl,15,500,1,42,1,strict_completed,codex_local_snapshot_both_20260710_084258.zip,codex_local,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r15__arr600__rep001__0eb381c9ba19,all_on_rl|robots=15|order_rate=600|rep=1,all_on_rl,15,600,1,42,1,strict_completed,win_lukman_snapshot_both_20260710_095827.zip,win_lukman,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r20__arr400__rep001__9e502eef6cf5,all_on_rl|robots=20|order_rate=400|rep=1,all_on_rl,20,400,1,42,1,strict_completed,dewa_macbook_snapshot_both_20260710_084103.zip,dewa_macbook,1
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r20__arr500__rep001__c06e515ec354,all_on_rl|robots=20|order_rate=500|rep=1,all_on_rl,20,500,1,42,1,strict_completed,alisha_pc_snapshot_both_20260710_084537.zip,alisha_pc,2
sensitivity_full_kpi_v2_217d072b72e4,all_on_rl__r20__arr600__rep001__48d20635d00e,all_on_rl|robots=20|order_rate=600|rep=1,all_on_rl,20,600,1,42,1,strict_completed,codex_local_snapshot_both_20260710_084258.zip,codex_local,1
